shipment_id,order_id,carrier,shipped_at,delivered_at,ship_from_city,ship_to_city,shipping_cost,delivery_status
SH073151,ORD079517,InHouse,2025-09-09 14:57:55,2025-09-10 15:09:24,Delhi,Mumbai,74.42,OnTime
SH073152,ORD079518,Delhivery,2025-09-09 15:46:40,2025-09-10 03:58:52,Hyderabad,Bangalore,92.33,OnTime
SH073153,ORD079519,InHouse,2025-09-09 08:12:40,2025-09-10 02:35:25,Delhi,Mumbai,83.7,OnTime
SH073154,ORD079520,BlueDart,2025-09-09 08:00:20,2025-09-09 23:09:33,Jaipur,Lucknow,163.08,OnTime
SH073155,ORD079521,InHouse,2025-09-09 09:30:40,2025-09-10 04:10:47,Bangalore,Mumbai,82.93,OnTime
SH073156,ORD079522,Delhivery,2025-09-09 06:04:18,2025-09-11 02:54:30,Chandigarh,Mumbai,120.61,Late_1_2d
SH073157,ORD079523,BlueDart,2025-09-09 06:13:04,2025-09-09 21:46:04,Hyderabad,Ahmedabad,134.07,OnTime
SH073158,ORD079524,BlueDart,2025-09-09 09:00:29,2025-09-12 18:24:45,Chennai,Bangalore,157.04,Late_1_2d
SH073159,ORD079525,BlueDart,2025-09-09 13:16:58,2025-09-10 17:00:44,Hyderabad,Mumbai,126.59,OnTime
SH073160,ORD079526,BlueDart,2025-09-09 10:51:50,,Hyderabad,Delhi,136.24,InTransit
SH073161,ORD079527,Delhivery,2025-09-09 14:16:20,2025-09-10 02:20:49,Mumbai,Chennai,63.6,OnTime
SH073162,ORD079528,InHouse,2025-09-09 10:15:14,2025-09-10 01:43:37,Pune,Mumbai,42.34,OnTime
SH073163,ORD079529,Delhivery,2025-09-09 16:46:58,2025-09-10 11:24:00,Mumbai,Bangalore,80.67,OnTime
SH073164,ORD079530,Delhivery,2025-09-09 08:19:10,2025-09-09 23:59:14,Hyderabad,Kolkata,51.81,OnTime
SH073165,ORD079531,Delhivery,2025-09-09 16:00:50,2025-09-10 10:00:12,Mumbai,Chandigarh,101.93,OnTime
SH073166,ORD079532,InHouse,2025-09-09 13:00:18,2025-09-10 10:59:19,Hyderabad,Hyderabad,26.8,OnTime
SH073167,ORD079533,BlueDart,2025-09-09 09:28:13,2025-09-10 07:11:39,Mumbai,Chandigarh,133.76,OnTime
SH073168,ORD079534,Ekart,2025-09-09 10:12:27,2025-09-10 09:41:37,Chandigarh,Ahmedabad,107.19,OnTime
SH073169,ORD079535,BlueDart,2025-09-09 09:26:29,2025-09-10 10:36:11,Mumbai,Pune,123.93,OnTime
SH073170,ORD079536,Delhivery,2025-09-09 14:57:57,2025-09-10 18:30:21,Lucknow,Bangalore,78.13,OnTime
SH073171,ORD079538,Delhivery,2025-09-09 06:51:56,2025-09-10 20:25:20,Hyderabad,Bangalore,94.29,OnTime
SH073172,ORD079539,Delhivery,2025-09-09 11:33:06,,Delhi,Mumbai,107.54,InTransit
SH073173,ORD079540,BlueDart,2025-09-09 06:01:34,2025-09-10 05:35:16,Delhi,Mumbai,148.2,OnTime
SH073174,ORD079541,InHouse,2025-09-09 06:47:37,2025-09-10 02:41:01,Bangalore,Bangalore,44.12,OnTime
SH073175,ORD079542,Ekart,2025-09-09 06:12:23,2025-09-10 10:39:40,Delhi,Lucknow,116.11,OnTime
SH073176,ORD079543,Delhivery,2025-09-09 09:54:58,2025-09-11 02:19:07,Mumbai,Bangalore,88.28,OnTime
SH073177,ORD079544,Delhivery,2025-09-09 13:00:33,2025-09-10 18:03:45,Chennai,Kolkata,97.98,OnTime
SH073178,ORD079545,BlueDart,2025-09-09 10:10:03,2025-09-12 01:03:03,Lucknow,Kolkata,136.24,Late_1_2d
SH073179,ORD079546,Delhivery,2025-09-09 07:37:14,2025-09-10 15:45:02,Kolkata,Delhi,94.08,OnTime
SH073180,ORD079548,Delhivery,2025-09-09 14:27:43,2025-09-10 09:52:28,Chandigarh,Chennai,84.55,OnTime
SH073181,ORD079549,Delhivery,2025-09-09 12:46:53,2025-09-10 05:36:36,Hyderabad,Delhi,57.14,OnTime
SH073182,ORD079550,InHouse,2025-09-09 11:13:20,2025-09-10 05:29:39,Hyderabad,Bangalore,72.7,OnTime
SH073183,ORD079551,Ekart,2025-09-09 11:00:24,2025-09-11 04:49:19,Hyderabad,Jaipur,86.0,Late_1_2d
SH073184,ORD079552,Ekart,2025-09-09 11:13:16,,Pune,Chennai,80.99,InTransit
SH073185,ORD079553,InHouse,2025-09-09 13:51:18,2025-09-11 06:55:29,Delhi,Mumbai,50.01,Late_1_2d
SH073186,ORD079554,Delhivery,2025-09-09 13:22:16,2025-09-10 12:16:47,Pune,Pune,65.47,OnTime
SH073187,ORD079555,BlueDart,2025-09-09 12:11:52,2025-09-10 05:52:11,Mumbai,Chennai,94.49,OnTime
SH073188,ORD079556,BlueDart,2025-09-09 10:52:14,2025-09-10 02:23:54,Mumbai,Chennai,137.45,OnTime
SH073189,ORD079557,Delhivery,2025-09-09 07:34:46,2025-09-11 03:57:28,Delhi,Mumbai,81.64,Late_1_2d
SH073190,ORD079558,BlueDart,2025-09-09 09:33:10,2025-09-10 14:57:25,Mumbai,Delhi,89.96,OnTime
SH073191,ORD079559,Ekart,2025-09-09 08:35:36,2025-09-09 20:52:04,Delhi,Chennai,118.75,OnTime
SH073192,ORD079560,Delhivery,2025-09-09 12:05:29,2025-09-10 19:41:22,Kolkata,Bangalore,88.81,OnTime
SH073193,ORD079561,Ekart,2025-09-09 09:40:47,2025-09-11 01:06:10,Kochi,Bangalore,89.13,Late_1_2d
SH073194,ORD079562,Ekart,2025-09-09 04:52:42,2025-09-10 14:04:47,Mumbai,Lucknow,104.06,OnTime
SH073195,ORD079563,InHouse,2025-09-09 15:35:00,2025-09-10 03:07:00,Kolkata,Hyderabad,80.95,OnTime
SH073196,ORD079564,BlueDart,2025-09-09 06:28:06,2025-09-10 09:34:48,Delhi,Delhi,86.19,OnTime
SH073197,ORD079565,Delhivery,2025-09-09 08:21:29,2025-09-11 11:41:30,Pune,Bangalore,64.57,OnTime
SH073198,ORD079566,Ekart,2025-09-10 09:12:40,2025-09-11 19:29:29,Delhi,Hyderabad,127.38,OnTime
SH073199,ORD079567,Delhivery,2025-09-10 14:50:00,2025-09-12 00:51:01,Mumbai,Delhi,84.62,Late_1_2d
SH073200,ORD079568,Ekart,2025-09-10 06:37:40,2025-09-11 22:42:21,Pune,Lucknow,86.84,OnTime
SH073201,ORD079569,Delhivery,2025-09-10 04:52:54,2025-09-10 23:54:52,Kolkata,Delhi,96.15,OnTime
SH073202,ORD079570,BlueDart,2025-09-10 12:49:06,2025-09-11 07:43:03,Mumbai,Mumbai,82.22,OnTime
SH073203,ORD079571,Ekart,2025-09-10 11:52:18,2025-09-13 03:57:18,Kolkata,Delhi,74.33,OnTime
SH073204,ORD079572,Delhivery,2025-09-10 05:31:33,2025-09-11 15:53:22,Bangalore,Bangalore,75.88,OnTime
SH073205,ORD079574,BlueDart,2025-09-10 05:05:29,2025-09-11 07:55:30,Chennai,Jaipur,101.28,OnTime
SH073206,ORD079575,Delhivery,2025-09-10 13:08:58,2025-09-11 03:02:59,Chennai,Mumbai,75.7,OnTime
SH073207,ORD079577,BlueDart,2025-09-10 11:07:28,,Delhi,Mumbai,136.92,Lost
SH073208,ORD079578,Delhivery,2025-09-10 15:33:47,2025-09-11 11:31:17,Hyderabad,Bangalore,117.07,OnTime
SH073209,ORD079579,InHouse,2025-09-10 11:04:12,2025-09-11 18:55:51,Chennai,Bangalore,44.4,OnTime
SH073210,ORD079580,BlueDart,2025-09-10 05:05:59,2025-09-10 21:57:50,Delhi,Delhi,88.04,OnTime
SH073211,ORD079581,BlueDart,2025-09-10 15:07:23,2025-09-11 18:43:34,Bangalore,Delhi,125.54,OnTime
SH073212,ORD079582,Ekart,2025-09-10 06:21:27,2025-09-11 02:45:35,Delhi,Delhi,54.97,OnTime
SH073213,ORD079583,BlueDart,2025-09-10 11:52:33,2025-09-12 10:59:06,Mumbai,Delhi,98.4,Late_1_2d
SH073214,ORD079584,Ekart,2025-09-10 12:02:39,2025-09-11 22:21:29,Lucknow,Hyderabad,101.09,OnTime
SH073215,ORD079585,Delhivery,2025-09-10 14:49:03,,Lucknow,Chennai,75.39,InTransit
SH073216,ORD079586,Delhivery,2025-09-10 14:28:41,2025-09-14 00:27:26,Chennai,Jaipur,77.38,Late_3_5d
SH073217,ORD079587,InHouse,2025-09-10 07:21:13,2025-09-10 22:13:32,Kolkata,Mumbai,60.97,OnTime
SH073218,ORD079588,InHouse,2025-09-10 05:38:45,2025-09-11 07:25:32,Lucknow,Delhi,60.79,OnTime
SH073219,ORD079589,Ekart,2025-09-10 16:13:18,2025-09-12 16:03:34,Delhi,Kolkata,131.13,Late_1_2d
SH073220,ORD079590,BlueDart,2025-09-10 08:00:20,2025-09-10 22:43:44,Kolkata,Delhi,104.72,OnTime
SH073221,ORD079591,Delhivery,2025-09-10 13:49:42,2025-09-12 11:35:55,Mumbai,Bangalore,87.09,OnTime
SH073222,ORD079592,Delhivery,2025-09-10 10:54:45,2025-09-11 13:58:07,Mumbai,Chennai,93.43,OnTime
SH073223,ORD079593,Ekart,2025-09-10 16:05:54,2025-09-15 03:08:23,Pune,Kolkata,86.3,Late_1_2d
SH073224,ORD079594,BlueDart,2025-09-10 06:05:32,2025-09-10 18:12:10,Delhi,Lucknow,143.54,OnTime
SH073225,ORD079595,BlueDart,2025-09-10 12:59:34,2025-09-12 21:23:36,Hyderabad,Ahmedabad,99.28,OnTime
SH073226,ORD079596,Delhivery,2025-09-10 12:52:30,2025-09-11 21:38:50,Kolkata,Mumbai,88.6,OnTime
SH073227,ORD079597,InHouse,2025-09-10 10:48:56,2025-09-11 01:52:16,Hyderabad,Delhi,63.94,OnTime
SH073228,ORD079598,BlueDart,2025-09-10 07:41:39,2025-09-11 00:01:00,Delhi,Pune,100.52,OnTime
SH073229,ORD079599,BlueDart,2025-09-10 07:31:09,2025-09-11 15:07:03,Bangalore,Jaipur,98.89,OnTime
SH073230,ORD079600,InHouse,2025-09-10 05:15:50,2025-09-10 20:36:05,Hyderabad,Hyderabad,43.46,OnTime
SH073231,ORD079601,Delhivery,2025-09-10 10:02:05,,Bangalore,Mumbai,96.11,InTransit
SH073232,ORD079602,InHouse,2025-09-10 11:11:41,2025-09-11 01:00:09,Mumbai,Mumbai,53.43,OnTime
SH073233,ORD079603,Delhivery,2025-09-10 09:08:17,,Delhi,Bangalore,60.18,InTransit
SH073234,ORD079604,Ekart,2025-09-10 07:32:29,2025-09-12 12:45:35,Mumbai,Pune,58.53,Late_1_2d
SH073235,ORD079605,BlueDart,2025-09-10 15:40:11,2025-09-11 06:12:06,Hyderabad,Delhi,97.17,OnTime
SH073236,ORD079606,BlueDart,2025-09-10 10:43:09,2025-09-11 05:53:55,Bangalore,Chennai,93.66,OnTime
SH073237,ORD079607,Delhivery,2025-09-10 05:03:33,2025-09-11 12:55:31,Mumbai,Mumbai,43.75,OnTime
SH073238,ORD079609,BlueDart,2025-09-10 10:03:39,2025-09-11 03:23:59,Pune,Lucknow,71.29,OnTime
SH073239,ORD079610,Ekart,2025-09-10 07:48:40,2025-09-10 22:08:10,Lucknow,Mumbai,101.08,OnTime
SH073240,ORD079611,Ekart,2025-09-10 11:00:41,2025-09-12 22:50:25,Kolkata,Mumbai,95.0,OnTime
SH073241,ORD079612,InHouse,2025-09-10 15:47:31,2025-09-11 08:39:46,Mumbai,Hyderabad,64.2,OnTime
SH073242,ORD079613,InHouse,2025-09-10 11:04:12,2025-09-11 06:24:23,Delhi,Delhi,27.29,OnTime
SH073243,ORD079614,InHouse,2025-09-10 05:19:56,2025-09-10 22:47:08,Hyderabad,Hyderabad,40.11,OnTime
SH073244,ORD079615,Delhivery,2025-09-10 04:59:50,2025-09-12 19:35:09,Chennai,Delhi,94.83,Late_1_2d
SH073245,ORD079616,Ekart,2025-09-10 07:48:46,2025-09-10 20:08:30,Pune,Pune,40.31,OnTime
SH073246,ORD079617,Delhivery,2025-09-10 11:17:57,2025-09-11 22:15:44,Mumbai,Bangalore,88.94,OnTime
SH073247,ORD079619,Ekart,2025-09-10 11:06:38,2025-09-14 11:55:56,Mumbai,Kolkata,92.62,Late_3_5d
SH073248,ORD079620,Delhivery,2025-09-10 15:12:21,2025-09-11 15:03:13,Bangalore,Bangalore,40.29,OnTime
SH073249,ORD079621,Delhivery,2025-09-10 06:31:56,2025-09-11 17:31:53,Lucknow,Hyderabad,109.14,OnTime
SH073250,ORD079622,Ekart,2025-09-10 14:30:04,2025-09-11 20:25:42,Delhi,Lucknow,83.73,OnTime
SH073251,ORD079623,Delhivery,2025-09-10 07:30:04,2025-09-11 09:21:56,Kochi,Delhi,115.1,OnTime
SH073252,ORD079624,Ekart,2025-09-10 07:38:17,2025-09-11 13:34:10,Mumbai,Chandigarh,88.91,OnTime
SH073253,ORD079625,BlueDart,2025-09-10 06:14:08,2025-09-11 01:00:31,Chandigarh,Ahmedabad,125.23,OnTime
SH073254,ORD079626,Ekart,2025-09-10 11:32:17,2025-09-11 20:40:47,Hyderabad,Ahmedabad,109.6,OnTime
SH073255,ORD079627,InHouse,2025-09-10 05:05:37,2025-09-11 06:08:34,Bangalore,Bangalore,41.5,OnTime
SH073256,ORD079628,InHouse,2025-09-10 09:42:36,2025-09-11 00:54:34,Kolkata,Mumbai,97.53,OnTime
SH073257,ORD079629,Ekart,2025-09-10 07:10:54,2025-09-11 05:51:37,Hyderabad,Chandigarh,101.26,OnTime
SH073258,ORD079630,Delhivery,2025-09-10 10:44:34,2025-09-11 16:15:49,Delhi,Ahmedabad,99.8,OnTime
SH073259,ORD079631,Delhivery,2025-09-10 12:47:08,2025-09-12 17:26:17,Hyderabad,Pune,66.57,Late_1_2d
SH073260,ORD079632,Ekart,2025-09-10 06:32:38,2025-09-12 18:42:37,Chennai,Kolkata,120.38,Late_1_2d
SH073261,ORD079633,Ekart,2025-09-10 08:04:34,2025-09-11 03:24:02,Kochi,Bangalore,64.72,OnTime
SH073262,ORD079634,InHouse,2025-09-10 16:44:57,2025-09-11 17:54:38,Jaipur,Delhi,66.92,OnTime
SH073263,ORD079635,BlueDart,2025-09-10 11:49:45,2025-09-11 01:44:21,Chandigarh,Pune,123.07,OnTime
SH073264,ORD079637,InHouse,2025-09-10 07:53:15,2025-09-11 15:25:28,Delhi,Bangalore,70.58,OnTime
SH073265,ORD079638,Ekart,2025-09-10 11:05:50,2025-09-12 01:45:59,Bangalore,Chandigarh,104.16,OnTime
SH073266,ORD079639,Ekart,2025-09-10 11:57:42,2025-09-11 14:05:58,Pune,Delhi,88.24,OnTime
SH073267,ORD079641,Delhivery,2025-09-10 07:34:32,2025-09-11 06:10:38,Lucknow,Hyderabad,62.59,OnTime
SH073268,ORD079642,BlueDart,2025-09-10 09:17:45,2025-09-11 06:02:03,Pune,Jaipur,148.03,OnTime
SH073269,ORD079643,BlueDart,2025-09-10 13:27:27,2025-09-11 05:03:12,Delhi,Lucknow,87.3,OnTime
SH073270,ORD079644,BlueDart,2025-09-10 06:43:52,2025-09-11 14:09:07,Mumbai,Pune,131.35,OnTime
SH073271,ORD079645,BlueDart,2025-09-10 12:46:20,2025-09-11 04:51:55,Pune,Ahmedabad,142.47,OnTime
SH073272,ORD079646,Ekart,2025-09-10 14:52:55,2025-09-11 04:26:46,Delhi,Lucknow,82.78,OnTime
SH073273,ORD079647,InHouse,2025-09-10 10:08:06,2025-09-10 19:11:33,Delhi,Mumbai,59.85,OnTime
SH073274,ORD079648,Delhivery,2025-09-10 11:28:17,2025-09-13 18:50:05,Chennai,Jaipur,100.05,Late_1_2d
SH073275,ORD079649,Delhivery,2025-09-10 07:10:25,2025-09-12 00:43:09,Jaipur,Mumbai,92.84,Late_1_2d
SH073276,ORD079650,Ekart,2025-09-10 07:27:24,2025-09-11 15:27:55,Delhi,Ahmedabad,79.3,OnTime
SH073277,ORD079651,Ekart,2025-09-10 12:32:46,,Jaipur,Mumbai,98.62,InTransit
SH073278,ORD079652,Ekart,2025-09-10 15:29:49,2025-09-11 07:31:00,Bangalore,Chennai,96.72,OnTime
SH073279,ORD079653,Delhivery,2025-09-10 09:58:10,2025-09-12 04:38:04,Delhi,Chennai,95.97,Late_1_2d
SH073280,ORD079654,InHouse,2025-09-10 11:45:49,2025-09-11 15:08:20,Chennai,Bangalore,84.13,OnTime
SH073281,ORD079655,Delhivery,2025-09-10 14:21:02,2025-09-11 13:59:42,Chennai,Chandigarh,77.67,OnTime
SH073282,ORD079656,Delhivery,2025-09-10 11:59:42,2025-09-11 03:35:12,Chandigarh,Bangalore,101.97,OnTime
SH073283,ORD079657,InHouse,2025-09-10 16:07:15,,Hyderabad,Delhi,79.54,InTransit
SH073284,ORD079658,Delhivery,2025-09-10 06:09:15,2025-09-11 14:54:29,Mumbai,Chennai,100.58,OnTime
SH073285,ORD079659,Ekart,2025-09-10 09:43:03,2025-09-10 22:29:38,Bangalore,Lucknow,81.32,OnTime
SH073286,ORD079660,BlueDart,2025-09-10 15:29:03,2025-09-11 16:20:59,Jaipur,Bangalore,118.06,OnTime
SH073287,ORD079662,Delhivery,2025-09-10 15:56:43,,Kochi,Pune,87.53,InTransit
SH073288,ORD079663,Ekart,2025-09-10 06:21:30,2025-09-10 22:34:50,Jaipur,Hyderabad,85.04,OnTime
SH073289,ORD079664,Delhivery,2025-09-10 13:50:23,2025-09-12 13:59:17,Delhi,Bangalore,96.62,OnTime
SH073290,ORD079665,BlueDart,2025-09-10 07:51:50,2025-09-11 02:36:16,Hyderabad,Pune,105.95,OnTime
SH073291,ORD079666,BlueDart,2025-09-10 09:43:04,2025-09-12 08:23:18,Kolkata,Delhi,91.2,Late_1_2d
SH073292,ORD079667,Ekart,2025-09-10 10:28:29,2025-09-12 20:05:38,Chennai,Hyderabad,82.96,OnTime
SH073293,ORD079668,BlueDart,2025-09-10 08:18:19,2025-09-11 16:16:36,Lucknow,Kolkata,109.96,OnTime
SH073294,ORD079669,InHouse,2025-09-10 05:37:55,,Chennai,Bangalore,67.27,InTransit
SH073295,ORD079670,Delhivery,2025-09-10 15:50:03,2025-09-11 08:22:48,Delhi,Kolkata,132.56,OnTime
SH073296,ORD079672,Delhivery,2025-09-10 15:41:26,2025-09-12 07:02:05,Mumbai,Mumbai,45.62,Late_1_2d
SH073297,ORD079673,Ekart,2025-09-10 14:59:28,2025-09-11 11:04:14,Kolkata,Pune,108.29,OnTime
SH073298,ORD079674,Delhivery,2025-09-10 05:53:23,2025-09-11 10:26:35,Chandigarh,Delhi,110.79,OnTime
SH073299,ORD079675,InHouse,2025-09-10 09:49:05,2025-09-10 17:33:52,Delhi,Delhi,45.18,OnTime
SH073300,ORD079676,InHouse,2025-09-10 11:49:54,2025-09-11 20:08:52,Hyderabad,Delhi,67.81,OnTime
SH073301,ORD079677,BlueDart,2025-09-10 05:32:28,2025-09-11 07:12:47,Mumbai,Mumbai,49.08,OnTime
SH073302,ORD079678,InHouse,2025-09-10 08:51:49,2025-09-10 16:52:34,Kolkata,Hyderabad,81.7,OnTime
SH073303,ORD079679,Delhivery,2025-09-10 06:02:02,2025-09-12 03:00:03,Pune,Mumbai,103.71,Late_1_2d
SH073304,ORD079680,Ekart,2025-09-10 11:41:27,2025-09-11 13:37:46,Kolkata,Chennai,97.52,OnTime
SH073305,ORD079681,Ekart,2025-09-10 13:01:07,2025-09-11 06:43:38,Kolkata,Delhi,101.04,OnTime
SH073306,ORD079682,Delhivery,2025-09-10 05:15:37,2025-09-11 10:59:50,Delhi,Kolkata,98.53,OnTime
SH073307,ORD079683,BlueDart,2025-09-10 15:55:32,2025-09-11 10:01:45,Hyderabad,Kolkata,123.87,OnTime
SH073308,ORD079684,Ekart,2025-09-10 14:14:54,2025-09-12 08:10:55,Ahmedabad,Chennai,104.31,Late_1_2d
SH073309,ORD079685,Delhivery,2025-09-10 10:02:02,2025-09-11 11:00:43,Bangalore,Ahmedabad,70.42,OnTime
SH073310,ORD079686,InHouse,2025-09-10 10:35:42,2025-09-11 05:20:57,Pune,Mumbai,88.59,OnTime
SH073311,ORD079687,InHouse,2025-09-10 11:25:08,2025-09-11 09:44:43,Bangalore,Delhi,73.01,OnTime
SH073312,ORD079689,InHouse,2025-09-10 15:36:31,2025-09-12 18:58:05,Chennai,Delhi,83.68,OnTime
SH073313,ORD079690,InHouse,2025-09-10 12:50:50,2025-09-10 21:15:07,Pune,Mumbai,49.14,OnTime
SH073314,ORD079691,Delhivery,2025-09-10 05:48:50,2025-09-11 08:16:22,Bangalore,Kochi,109.71,OnTime
SH073315,ORD079692,Delhivery,2025-09-10 08:42:17,2025-09-11 07:16:03,Jaipur,Kolkata,80.61,OnTime
SH073316,ORD079693,Delhivery,2025-09-10 08:44:44,,Jaipur,Bangalore,75.08,InTransit
SH073317,ORD079694,BlueDart,2025-09-10 15:49:10,2025-09-11 05:45:11,Delhi,Mumbai,96.35,OnTime
SH073318,ORD079695,Delhivery,2025-09-10 16:20:11,2025-09-11 15:15:10,Pune,Kolkata,91.17,OnTime
SH073319,ORD079696,InHouse,2025-09-10 14:26:32,2025-09-11 08:47:14,Mumbai,Delhi,70.88,OnTime
SH073320,ORD079697,Ekart,2025-09-10 11:15:07,2025-09-14 00:07:37,Delhi,Kolkata,91.46,Late_3_5d
SH073321,ORD079698,Ekart,2025-09-10 14:32:45,2025-09-11 11:59:27,Ahmedabad,Pune,112.16,OnTime
SH073322,ORD079699,Ekart,2025-09-10 15:40:47,2025-09-11 14:00:49,Mumbai,Pune,69.34,OnTime
SH073323,ORD079700,InHouse,2025-09-10 11:52:52,2025-09-11 02:37:08,Kolkata,Hyderabad,63.37,OnTime
SH073324,ORD079701,Delhivery,2025-09-10 11:54:05,2025-09-12 03:29:26,Kolkata,Delhi,93.08,Late_1_2d
SH073325,ORD079702,BlueDart,2025-09-10 14:15:36,2025-09-11 12:18:18,Bangalore,Kolkata,116.65,OnTime
SH073326,ORD079703,Delhivery,2025-09-10 11:06:16,2025-09-12 06:50:52,Chennai,Chennai,36.16,OnTime
SH073327,ORD079704,InHouse,2025-09-10 12:01:46,2025-09-11 02:53:10,Mumbai,Mumbai,36.47,OnTime
SH073328,ORD079705,BlueDart,2025-09-10 08:04:58,2025-09-11 09:31:27,Delhi,Bangalore,110.21,OnTime
SH073329,ORD079706,Delhivery,2025-09-10 07:02:59,2025-09-10 19:13:24,Delhi,Mumbai,71.93,OnTime
SH073330,ORD079708,Delhivery,2025-09-10 12:14:36,2025-09-11 16:53:49,Kochi,Mumbai,93.97,OnTime
SH073331,ORD079709,Ekart,2025-09-10 10:29:59,2025-09-11 21:09:15,Hyderabad,Ahmedabad,95.12,OnTime
SH073332,ORD079710,Delhivery,2025-09-10 16:36:26,2025-09-12 01:56:01,Hyderabad,Mumbai,121.85,Late_1_2d
SH073333,ORD079711,InHouse,2025-09-10 06:01:33,2025-09-10 14:45:24,Kochi,Bangalore,64.74,OnTime
SH073334,ORD079712,Delhivery,2025-09-10 15:42:51,2025-09-11 11:36:25,Hyderabad,Chennai,101.68,OnTime
SH073335,ORD079713,Delhivery,2025-09-10 07:12:32,2025-09-10 20:14:37,Jaipur,Chennai,111.91,OnTime
SH073336,ORD079714,BlueDart,2025-09-10 05:11:33,2025-09-11 04:32:56,Chandigarh,Hyderabad,118.97,OnTime
SH073337,ORD079715,InHouse,2025-09-10 11:00:19,,Lucknow,Bangalore,62.23,InTransit
SH073338,ORD079716,BlueDart,2025-09-10 09:21:51,2025-09-12 07:11:30,Mumbai,Kochi,144.1,OnTime
SH073339,ORD079717,BlueDart,2025-09-10 06:14:15,2025-09-11 13:01:31,Mumbai,Bangalore,134.83,OnTime
SH073340,ORD079718,Delhivery,2025-09-10 08:03:12,2025-09-14 17:04:37,Chennai,Lucknow,118.22,Late_3_5d
SH073341,ORD079719,InHouse,2025-09-10 08:38:30,2025-09-11 18:44:13,Ahmedabad,Delhi,81.98,OnTime
SH073342,ORD079720,Delhivery,2025-09-10 05:53:27,2025-09-12 01:52:48,Chandigarh,Mumbai,81.41,Late_1_2d
SH073343,ORD079721,Ekart,2025-09-10 08:29:36,2025-09-12 03:35:37,Jaipur,Mumbai,87.13,Late_1_2d
SH073344,ORD079722,BlueDart,2025-09-10 11:34:25,2025-09-11 12:42:32,Mumbai,Chennai,120.36,OnTime
SH073345,ORD079723,BlueDart,2025-09-10 15:24:23,2025-09-11 23:22:39,Mumbai,Ahmedabad,131.97,OnTime
SH073346,ORD079724,Ekart,2025-09-10 05:27:24,2025-09-13 22:16:25,Mumbai,Kolkata,127.37,Late_1_2d
SH073347,ORD079725,Delhivery,2025-09-11 12:10:48,2025-09-12 11:35:53,Bangalore,Mumbai,91.47,OnTime
SH073348,ORD079726,Delhivery,2025-09-11 06:30:19,2025-09-11 22:27:37,Pune,Ahmedabad,110.49,OnTime
SH073349,ORD079727,InHouse,2025-09-11 14:46:23,2025-09-12 04:43:06,Hyderabad,Mumbai,38.61,OnTime
SH073350,ORD079728,BlueDart,2025-09-11 16:01:12,2025-09-12 08:46:53,Delhi,Bangalore,64.14,OnTime
SH073351,ORD079729,Ekart,2025-09-11 14:36:16,2025-09-13 14:53:15,Kochi,Ahmedabad,112.33,OnTime
SH073352,ORD079730,Ekart,2025-09-11 12:58:21,2025-09-12 01:45:38,Mumbai,Ahmedabad,112.75,OnTime
SH073353,ORD079731,BlueDart,2025-09-11 13:38:42,2025-09-13 21:42:59,Bangalore,Hyderabad,130.03,Late_1_2d
SH073354,ORD079732,Delhivery,2025-09-11 09:06:48,2025-09-12 04:47:14,Ahmedabad,Pune,92.75,OnTime
SH073355,ORD079733,BlueDart,2025-09-11 07:19:03,2025-09-13 02:03:25,Bangalore,Kolkata,126.21,Late_1_2d
SH073356,ORD079734,BlueDart,2025-09-11 05:25:35,2025-09-12 16:53:47,Chennai,Ahmedabad,140.57,OnTime
SH073357,ORD079735,Delhivery,2025-09-11 10:15:24,2025-09-12 04:34:36,Hyderabad,Chandigarh,61.29,OnTime
SH073358,ORD079736,Delhivery,2025-09-11 06:19:53,2025-09-13 04:33:38,Kolkata,Chennai,116.69,OnTime
SH073359,ORD079737,Delhivery,2025-09-11 06:51:46,2025-09-12 22:47:24,Pune,Kolkata,88.85,OnTime
SH073360,ORD079738,Delhivery,2025-09-11 16:28:08,2025-09-13 15:31:55,Delhi,Mumbai,92.88,OnTime
SH073361,ORD079739,Delhivery,2025-09-11 06:39:01,2025-09-12 08:14:53,Jaipur,Chennai,94.88,OnTime
SH073362,ORD079740,InHouse,2025-09-11 05:47:38,2025-09-12 02:19:12,Mumbai,Hyderabad,66.1,OnTime
SH073363,ORD079741,Delhivery,2025-09-11 08:04:39,2025-09-12 14:13:32,Bangalore,Pune,112.88,OnTime
SH073364,ORD079742,Delhivery,2025-09-11 16:41:29,2025-09-13 00:12:51,Chennai,Mumbai,105.86,Late_1_2d
SH073365,ORD079743,Ekart,2025-09-11 08:39:06,2025-09-11 21:20:36,Mumbai,Mumbai,57.38,OnTime
SH073366,ORD079744,BlueDart,2025-09-11 15:03:47,2025-09-13 09:03:09,Chennai,Kolkata,88.37,OnTime
SH073367,ORD079745,BlueDart,2025-09-11 05:57:59,2025-09-12 15:08:00,Bangalore,Kolkata,110.35,OnTime
SH073368,ORD079746,InHouse,2025-09-11 07:36:58,2025-09-12 14:15:45,Bangalore,Delhi,65.45,OnTime
SH073369,ORD079747,InHouse,2025-09-11 07:57:25,2025-09-12 02:38:23,Mumbai,Bangalore,54.67,OnTime
SH073370,ORD079748,Ekart,2025-09-11 14:27:10,2025-09-12 23:27:55,Kochi,Pune,99.82,OnTime
SH073371,ORD079749,BlueDart,2025-09-11 12:50:21,2025-09-12 01:26:45,Delhi,Lucknow,85.44,OnTime
